film_id,title,description,release_year,language_id,original_language_id,rental_duration,rental_rate,length,replacement_cost,rating,special_features,last_update
409,"HEARTBREAKERS BRIGHT","A Awe-Inspiring Documentary of a A Shark And a Dentist who must Outrace a Pastry Chef in The Canadian Rockies",2006,1,NULL,3,4.99,59,9.99,G,"Trailers,Deleted Scenes","2006-02-15 05:03:42"
416,"HIGHBALL POTTER","A Action-Packed Saga of a Husband And a Dog who must Redeem a Database Administrator in The Sahara Desert",2006,1,NULL,6,0.99,110,10.99,R,"Deleted Scenes","2006-02-15 05:03:42"
421,"HOLIDAY GAMES","A Insightful Reflection of a Waitress And a Madman who must Pursue a Boy in Ancient Japan",2006,1,NULL,7,4.99,78,10.99,PG-13,"Trailers,Commentaries,Behind the Scenes","2006-02-15 05:03:42"
467,"INTRIGUE WORST","A Fanciful Character Study of a Explorer And a Mad Scientist who must Vanquish a Squirrel in A Jet Boat",2006,1,NULL,6,0.99,181,10.99,G,"Deleted Scenes","2006-02-15 05:03:42"
476,"JASON TRAP","A Thoughtful Tale of a Woman And a A Shark who must Conquer a Dog in A Monastery",2006,1,NULL,5,2.99,130,9.99,NC-17,"Trailers,Deleted Scenes,Behind the Scenes","2006-02-15 05:03:42"
478,"JAWS HARRY","A Thrilling Display of a Database Administrator And a Monkey who must Overcome a Dog in An Abandoned Fun House",2006,1,NULL,4,2.99,112,10.99,G,"Deleted Scenes","2006-02-15 05:03:42"
495,"KENTUCKIAN GIANT","A Stunning Yarn of a Woman And a Frisbee who must Escape a Waitress in A U-Boat",2006,1,NULL,5,2.99,169,10.99,PG,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes","2006-02-15 05:03:42"
496,"KICK SAVANNAH","A Emotional Drama of a Monkey And a Robot who must Defeat a Monkey in New Orleans",2006,1,NULL,3,0.99,179,10.99,PG-13,"Trailers,Commentaries,Deleted Scenes","2006-02-15 05:03:42"
501,"KISSING DOLLS","A Insightful Reflection of a Pioneer And a Teacher who must Build a Composer in The First Manned Space Station",2006,1,NULL,3,4.99,141,9.99,R,Trailers,"2006-02-15 05:03:42"
522,"LIFE TWISTED","A Thrilling Reflection of a Teacher And a Composer who must Find a Man in The First Manned Space Station",2006,1,NULL,4,2.99,137,9.99,NC-17,"Commentaries,Deleted Scenes","2006-02-15 05:03:42"
526,"LOCK REAR","A Thoughtful Character Study of a Squirrel And a Technical Writer who must Outrace a Student in Ancient Japan",2006,1,NULL,7,2.99,120,10.99,R,"Trailers,Commentaries","2006-02-15 05:03:42"
540,"LUCKY FLYING","A Lacklusture Character Study of a A Shark And a Man who must Find a Forensic Psychologist in A U-Boat",2006,1,NULL,7,2.99,97,10.99,PG-13,"Trailers,Commentaries,Behind the Scenes","2006-02-15 05:03:42"
551,"MAIDEN HOME","A Lacklusture Saga of a Moose And a Teacher who must Kill a Forensic Psychologist in A MySQL Convention",2006,1,NULL,3,4.99,138,9.99,PG,"Behind the Scenes","2006-02-15 05:03:42"
565,"MATRIX SNOWMAN","A Action-Packed Saga of a Womanizer And a Woman who must Overcome a Student in California",2006,1,NULL,6,4.99,56,9.99,PG-13,"Commentaries,Deleted Scenes,Behind the Scenes","2006-02-15 05:03:42"
572,"METROPOLIS COMA","A Emotional Saga of a Database Administrator And a Pastry Chef who must Confront a Teacher in A Baloon Factory",2006,1,NULL,4,2.99,64,9.99,PG-13,"Trailers,Commentaries,Behind the Scenes","2006-02-15 05:03:42"
577,"MILE MULAN","A Lacklusture Epistle of a Cat And a Husband who must Confront a Boy in A MySQL Convention",2006,1,NULL,4,0.99,64,10.99,PG,"Deleted Scenes,Behind the Scenes","2006-02-15 05:03:42"
604,"MULAN MOON","A Emotional Saga of a Womanizer And a Pioneer who must Overcome a Dentist in A Baloon",2006,1,NULL,4,0.99,160,10.99,G,"Behind the Scenes","2006-02-15 05:03:42"
612,"MUSSOLINI SPOILERS","A Thrilling Display of a Boat And a Monkey who must Meet a Composer in Ancient China",2006,1,NULL,6,2.99,180,10.99,G,"Deleted Scenes,Behind the Scenes","2006-02-15 05:03:42"
623,"NEWTON LABYRINTH","A Intrepid Character Study of a Moose And a Waitress who must Find a A Shark in Ancient India",2006,1,NULL,4,0.99,75,9.99,PG,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes","2006-02-15 05:03:42"
627,"NORTH TEQUILA","A Beautiful Character Study of a Mad Cow And a Robot who must Reach a Womanizer in New Orleans",2006,1,NULL,4,4.99,67,9.99,NC-17,"Commentaries,Deleted Scenes,Behind the Scenes","2006-02-15 05:03:42"
629,"NOTORIOUS REUNION","A Amazing Epistle of a Woman And a Squirrel who must Fight a Hunter in A Baloon",2006,1,NULL,7,0.99,128,9.99,NC-17,"Trailers,Commentaries,Deleted Scenes","2006-02-15 05:03:42"
632,"NUTS TIES","A Thoughtful Drama of a Explorer And a Womanizer who must Meet a Teacher in California",2006,1,NULL,5,4.99,145,10.99,NC-17,"Trailers,Behind the Scenes","2006-02-15 05:03:42"
633,"OCTOBER SUBMARINE","A Taut Epistle of a Monkey And a Boy who must Confront a Husband in A Jet Boat",2006,1,NULL,6,4.99,54,10.99,PG-13,"Trailers,Commentaries,Behind the Scenes","2006-02-15 05:03:42"
639,"OPPOSITE NECKLACE","A Fateful Epistle of a Crocodile And a Moose who must Kill a Explorer in Nigeria",2006,1,NULL,7,4.99,92,9.99,PG,"Deleted Scenes","2006-02-15 05:03:42"
656,"PAPI NECKLACE","A Fanciful Display of a Car And a Monkey who must Escape a Squirrel in Ancient Japan",2006,1,NULL,3,0.99,128,9.99,PG,"Trailers,Deleted Scenes,Behind the Scenes","2006-02-15 05:03:42"
662,"PATHS CONTROL","A Astounding Documentary of a Butler And a Cat who must Find a Frisbee in Ancient China",2006,1,NULL,3,4.99,118,9.99,PG,"Trailers,Behind the Scenes","2006-02-15 05:03:42"
669,"PEARL DESTINY","A Lacklusture Yarn of a Astronaut And a Pastry Chef who must Sink a Dog in A U-Boat",2006,1,NULL,3,2.99,74,10.99,NC-17,Trailers,"2006-02-15 05:03:42"
685,"PLATOON INSTINCT","A Thrilling Panorama of a Man And a Woman who must Reach a Woman in Australia",2006,1,NULL,6,4.99,132,10.99,PG-13,"Trailers,Commentaries","2006-02-15 05:03:42"
686,"PLUTO OLEANDER","A Action-Packed Reflection of a Car And a Moose who must Outgun a Car in A Shark Tank",2006,1,NULL,5,4.99,84,9.99,R,"Behind the Scenes","2006-02-15 05:03:42"
692,"POTLUCK MIXED","A Beautiful Story of a Dog And a Technical Writer who must Outgun a Student in A Baloon",2006,1,NULL,3,2.99,179,10.99,G,"Behind the Scenes","2006-02-15 05:03:42"
705,"PURPLE MOVIE","A Boring Display of a Pastry Chef And a Sumo Wrestler who must Discover a Frisbee in An Abandoned Amusement Park",2006,1,NULL,4,2.99,88,9.99,R,"Commentaries,Deleted Scenes","2006-02-15 05:03:42"
746,"ROUGE SQUAD","A Awe-Inspiring Drama of a Astronaut And a Frisbee who must Conquer a Mad Scientist in Australia",2006,1,NULL,3,0.99,118,10.99,NC-17,"Commentaries,Deleted Scenes,Behind the Scenes","2006-02-15 05:03:42"
747,"ROXANNE REBEL","A Astounding Story of a Pastry Chef And a Database Administrator who must Fight a Man in The Outback",2006,1,NULL,5,0.99,171,9.99,R,"Deleted Scenes,Behind the Scenes","2006-02-15 05:03:42"
756,"SADDLE ANTITRUST","A Stunning Epistle of a Feminist And a A Shark who must Battle a Woman in An Abandoned Fun House",2006,1,NULL,7,2.99,80,10.99,PG-13,"Trailers,Deleted Scenes","2006-02-15 05:03:42"
777,"SECRETARY ROUGE","A Action-Packed Panorama of a Mad Cow And a Composer who must Discover a Robot in A Baloon Factory",2006,1,NULL,5,4.99,158,10.99,PG,"Commentaries,Behind the Scenes","2006-02-15 05:03:42"
808,"SLING LUKE","A Intrepid Character Study of a Robot And a Monkey who must Reach a Secret Agent in An Abandoned Amusement Park",2006,1,NULL,5,0.99,84,10.99,R,"Behind the Scenes","2006-02-15 05:03:42"
841,"STAR OPERATION","A Insightful Character Study of a Girl And a Car who must Pursue a Mad Cow in A Shark Tank",2006,1,NULL,5,2.99,181,9.99,PG,Commentaries,"2006-02-15 05:03:42"
845,"STEPMOM DREAM","A Touching Epistle of a Crocodile And a Teacher who must Build a Forensic Psychologist in A MySQL Convention",2006,1,NULL,7,4.99,48,9.99,NC-17,"Deleted Scenes,Behind the Scenes","2006-02-15 05:03:42"
846,"STING PERSONAL","A Fanciful Drama of a Frisbee And a Dog who must Fight a Madman in A Jet Boat",2006,1,NULL,3,4.99,93,9.99,NC-17,"Commentaries,Deleted Scenes,Behind the Scenes","2006-02-15 05:03:42"
847,"STOCK GLASS","A Boring Epistle of a Crocodile And a Lumberjack who must Outgun a Moose in Ancient China",2006,1,NULL,7,2.99,160,10.99,PG,Commentaries,"2006-02-15 05:03:42"
863,"SUN CONFESSIONS","A Beautiful Display of a Mad Cow And a Dog who must Redeem a Waitress in An Abandoned Amusement Park",2006,1,NULL,5,0.99,141,9.99,R,"Trailers,Behind the Scenes","2006-02-15 05:03:42"
867,"SUPER WYOMING","A Action-Packed Saga of a Pastry Chef And a Explorer who must Discover a A Shark in The Outback",2006,1,NULL,5,4.99,58,10.99,PG,"Trailers,Commentaries,Behind the Scenes","2006-02-15 05:03:42"
875,"TALENTED HOMICIDE","A Lacklusture Panorama of a Dentist And a Forensic Psychologist who must Outrace a Pioneer in A U-Boat",2006,1,NULL,6,0.99,173,9.99,PG,"Commentaries,Deleted Scenes,Behind the Scenes","2006-02-15 05:03:42"
880,"TELEMARK HEARTBREAKERS","A Action-Packed Panorama of a Technical Writer And a Man who must Build a Forensic Psychologist in A Manhattan Penthouse",2006,1,NULL,6,2.99,152,9.99,PG-13,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes","2006-02-15 05:03:42"
886,"THEORY MERMAID","A Fateful Yarn of a Composer And a Monkey who must Vanquish a Womanizer in The First Manned Space Station",2006,1,NULL,5,0.99,184,9.99,PG-13,"Deleted Scenes,Behind the Scenes","2006-02-15 05:03:42"
888,"THIN SAGEBRUSH","A Emotional Drama of a Husband And a Lumberjack who must Build a Cat in Ancient India",2006,1,NULL,5,4.99,53,9.99,PG-13,"Behind the Scenes","2006-02-15 05:03:42"
896,"TOOTSIE PILOT","A Awe-Inspiring Documentary of a Womanizer And a Pastry Chef who must Kill a Lumberjack in Berlin",2006,1,NULL,3,0.99,157,10.99,PG,"Commentaries,Deleted Scenes,Behind the Scenes","2006-02-15 05:03:42"
905,"TRAINSPOTTING STRANGERS","A Fast-Paced Drama of a Pioneer And a Mad Cow who must Challenge a Madman in Ancient Japan",2006,1,NULL,7,4.99,132,10.99,PG-13,Trailers,"2006-02-15 05:03:42"
907,"TRANSLATION SUMMER","A Touching Reflection of a Man And a Monkey who must Pursue a Womanizer in A MySQL Convention",2006,1,NULL,4,0.99,168,10.99,PG-13,Trailers,"2006-02-15 05:03:42"
912,"TROJAN TOMORROW","A Astounding Panorama of a Husband And a Sumo Wrestler who must Pursue a Boat in Ancient India",2006,1,NULL,3,2.99,52,9.99,PG,"Commentaries,Deleted Scenes","2006-02-15 05:03:42"
915,"TRUMAN CRAZY","A Thrilling Epistle of a Moose And a Boy who must Meet a Database Administrator in A Monastery",2006,1,NULL,7,4.99,92,9.99,G,"Trailers,Commentaries","2006-02-15 05:03:42"
916,"TURN STAR","A Stunning Tale of a Man And a Monkey who must Chase a Student in New Orleans",2006,1,NULL,3,2.99,80,10.99,G,"Commentaries,Behind the Scenes","2006-02-15 05:03:42"
931,"VALENTINE VANISHING","A Thrilling Display of a Husband And a Butler who must Reach a Pastry Chef in California",2006,1,NULL,7,0.99,48,9.99,PG-13,"Trailers,Behind the Scenes","2006-02-15 05:03:42"
941,"VIDEOTAPE ARSENIC","A Lacklusture Display of a Girl And a Astronaut who must Succumb a Student in Australia",2006,1,NULL,4,4.99,145,10.99,NC-17,"Commentaries,Deleted Scenes,Behind the Scenes","2006-02-15 05:03:42"
953,"WAIT CIDER","A Intrepid Epistle of a Woman And a Forensic Psychologist who must Succumb a Astronaut in A Manhattan Penthouse",2006,1,NULL,3,0.99,112,9.99,PG-13,Trailers,"2006-02-15 05:03:42"
959,"WARLOCK WEREWOLF","A Astounding Yarn of a Pioneer And a Crocodile who must Defeat a A Shark in The Outback",2006,1,NULL,6,2.99,83,10.99,G,"Commentaries,Behind the Scenes","2006-02-15 05:03:42"
979,"WITCHES PANIC","A Awe-Inspiring Drama of a Secret Agent And a Hunter who must Fight a Moose in Nigeria",2006,1,NULL,6,4.99,100,10.99,NC-17,"Commentaries,Behind the Scenes","2006-02-15 05:03:42"
993,"WRONG BEHAVIOR","A Emotional Saga of a Crocodile And a Sumo Wrestler who must Discover a Mad Cow in New Orleans",2006,1,NULL,6,2.99,178,10.99,PG-13,"Trailers,Behind the Scenes","2006-02-15 05:03:42"
996,"YOUNG LANGUAGE","A Unbelieveable Yarn of a Boat And a Database Administrator who must Meet a Boy in The First Manned Space Station",2006,1,NULL,6,0.99,183,9.99,G,"Trailers,Behind the Scenes","2006-02-15 05:03:42"
998,"ZHIVAGO CORE","A Fateful Yarn of a Composer And a Man who must Face a Boy in The Canadian Rockies",2006,1,NULL,6,0.99,105,10.99,NC-17,"Deleted Scenes","2006-02-15 05:03:42"
